instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,hr
592,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,,20
593,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,,21
594,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,,22
595,2011-01-27,1,0,1,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,,23
596,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,,0
597,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,,1
598,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,,2
599,2011-01-28,1,0,1,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,,3
600,2011-01-28,1,0,1,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,,5
601,2011-01-28,1,0,1,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,,6
602,2011-01-28,1,0,1,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,,7
603,2011-01-28,1,0,1,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,,8
604,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,,9
605,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,,10
606,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,,11
607,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,,12
608,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,,13
609,2011-01-28,1,0,1,0,5,1,3,0.22,0.2727,0.8,0,2,36,38,,14
610,2011-01-28,1,0,1,0,5,1,2,0.2,0.2576,0.86,0,1,40,41,,15
611,2011-01-28,1,0,1,0,5,1,1,0.22,0.2727,0.8,0,10,70,80,,16
612,2011-01-28,1,0,1,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,,17
613,2011-01-28,1,0,1,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,,18
614,2011-01-28,1,0,1,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,,19
615,2011-01-28,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,,20
616,2011-01-28,1,0,1,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,,21
617,2011-01-28,1,0,1,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,,22
618,2011-01-28,1,0,1,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,,23
619,2011-01-29,1,0,1,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,,0
620,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20,,1
621,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15,,2
622,2011-01-29,1,0,1,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8,,3
623,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3,,4
624,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2,,6
625,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5,,7
626,2011-01-29,1,0,1,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34,,8
627,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34,,9
628,2011-01-29,1,0,1,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55,,10
629,2011-01-29,1,0,1,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64,,11
630,2011-01-29,1,0,1,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78,,12
631,2011-01-29,1,0,1,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65,,13
632,2011-01-29,1,0,1,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99,,14
633,2011-01-29,1,0,1,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120,,15
634,2011-01-29,1,0,1,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107,,16
635,2011-01-29,1,0,1,0,6,0,1,0.24,0.2879,0.6,0,9,82,91,,17
636,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68,,18
637,2011-01-29,1,0,1,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58,,19
638,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43,,20
639,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36,,21
640,2011-01-29,1,0,1,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32,,22
641,2011-01-29,1,0,1,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33,,23
642,2011-01-30,1,0,1,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33,,0
643,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.8,0,7,22,29,,1
644,2011-01-30,1,0,1,0,0,0,1,0.16,0.2273,0.8,0,1,10,11,,2
645,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.93,0,1,7,8,,3
646,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.93,0,0,1,1,,4
647,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.86,0,0,3,3,,5
648,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.86,0,0,3,3,,7
649,2011-01-30,1,0,1,0,0,0,2,0.14,0.2121,0.86,0,1,11,12,,8
650,2011-01-30,1,0,1,0,0,0,2,0.16,0.2273,0.8,0,4,34,38,,9
651,2011-01-30,1,0,1,0,0,0,2,0.18,0.2424,0.8,0,7,57,64,,10
652,2011-01-30,1,0,1,0,0,0,1,0.22,0.2727,0.75,0,9,50,59,,11
653,2011-01-30,1,0,1,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97,,12
654,2011-01-30,1,0,1,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84,,13
655,2011-01-30,1,0,1,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122,,14
656,2011-01-30,1,0,1,0,0,0,1,0.3,0.3333,0.56,0,14,95,109,,15
657,2011-01-30,1,0,1,0,0,0,1,0.3,0.3333,0.56,0,19,104,123,,16
658,2011-01-30,1,0,1,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77,,17
659,2011-01-30,1,0,1,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65,,18
660,2011-01-30,1,0,1,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55,,19
661,2011-01-30,1,0,1,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33,,20
662,2011-01-30,1,0,1,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28,,21
663,2011-01-30,1,0,1,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21,,22
664,2011-01-30,1,0,1,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21,,23
665,2011-01-31,1,0,1,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7,,0
666,2011-01-31,1,0,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7,,1
667,2011-01-31,1,0,1,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1,,2
668,2011-01-31,1,0,1,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2,,3
669,2011-01-31,1,0,1,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2,,4
670,2011-01-31,1,0,1,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8,,5
671,2011-01-31,1,0,1,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37,,6
672,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72,,7
673,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185,,8
674,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112,,9
675,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69,,10
676,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48,,11
677,2011-01-31,1,0,1,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68,,12
678,2011-01-31,1,0,1,0,1,1,2,0.16,0.2273,0.59,0,2,52,54,,13
679,2011-01-31,1,0,1,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86,,14
680,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44,,15
681,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86,,16
682,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161,,17
683,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156,,18
684,2011-01-31,1,0,1,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111,,19
685,2011-01-31,1,0,1,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78,,20
686,2011-01-31,1,0,1,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56,,21
687,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34,,22
688,2011-01-31,1,0,1,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17,,23
689,2011-02-01,1,0,2,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8,,0
690,2011-02-01,1,0,2,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3,,1
691,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.69,0,0,2,2,,2
692,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.69,0,0,2,2,,3
693,2011-02-01,1,0,2,0,2,1,3,0.14,0.2121,0.93,0,0,3,3,,5
694,2011-02-01,1,0,2,0,2,1,3,0.14,0.2121,0.93,0,0,22,22,,6
695,2011-02-01,1,0,2,0,2,1,3,0.16,0.2273,0.93,0,0,52,52,,7
696,2011-02-01,1,0,2,0,2,1,3,0.16,0.2273,0.93,0,3,132,135,,8
697,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.93,0,2,114,116,,9
698,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.93,0,0,47,47,,10
699,2011-02-01,1,0,2,0,2,1,2,0.18,0.2424,0.86,0,2,49,51,,11
700,2011-02-01,1,0,2,0,2,1,2,0.2,0.2576,0.86,0,2,53,55,,12
701,2011-02-01,1,0,2,0,2,1,2,0.2,0.2576,0.86,0,3,49,52,,13
702,2011-02-01,1,0,2,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54,,14
703,2011-02-01,1,0,2,0,2,1,2,0.24,0.2879,0.75,0,7,45,52,,15
704,2011-02-01,1,0,2,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64,,16
705,2011-02-01,1,0,2,0,2,1,2,0.24,0.2879,0.75,0,4,172,176,,17
706,2011-02-01,1,0,2,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168,,18
707,2011-02-01,1,0,2,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108,,19
708,2011-02-01,1,0,2,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74,,20
709,2011-02-01,1,0,2,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64,,21
710,2011-02-01,1,0,2,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36,,22
711,2011-02-01,1,0,2,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16,,23
712,2011-02-02,1,0,2,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2,,0
713,2011-02-02,1,0,2,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3,,1
714,2011-02-02,1,0,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,,2
715,2011-02-02,1,0,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1,,3
716,2011-02-02,1,0,2,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1,,4
717,2011-02-02,1,0,2,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3,,5
718,2011-02-02,1,0,2,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18,,6
719,2011-02-02,1,0,2,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49,,7
720,2011-02-02,1,0,2,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155,,8
721,2011-02-02,1,0,2,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123,,9
722,2011-02-02,1,0,2,0,3,1,2,0.22,0.2727,1,0,2,59,61,,10
723,2011-02-02,1,0,2,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52,,11
724,2011-02-02,1,0,2,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64,,12
725,2011-02-02,1,0,2,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75,,13
726,2011-02-02,1,0,2,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63,,14
727,2011-02-02,1,0,2,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76,,15
728,2011-02-02,1,0,2,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103,,16
729,2011-02-02,1,0,2,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190,,17
730,2011-02-02,1,0,2,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182,,18
731,2011-02-02,1,0,2,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91,,19
732,2011-02-02,1,0,2,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75,,20
733,2011-02-02,1,0,2,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63,,21
734,2011-02-02,1,0,2,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40,,22
735,2011-02-02,1,0,2,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32,,23
736,2011-02-03,1,0,2,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12,,0
737,2011-02-03,1,0,2,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5,,1
738,2011-02-03,1,0,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2,,2
739,2011-02-03,1,0,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1,,3
740,2011-02-03,1,0,2,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2,,5
741,2011-02-03,1,0,2,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39,,6
742,2011-02-03,1,0,2,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87,,7
743,2011-02-03,1,0,2,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188,,8
744,2011-02-03,1,0,2,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133,,9
745,2011-02-03,1,0,2,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52,,10
746,2011-02-03,1,0,2,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64,,11
747,2011-02-03,1,0,2,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69,,12
748,2011-02-03,1,0,2,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51,,13
749,2011-02-03,1,0,2,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47,,14
750,2011-02-03,1,0,2,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60,,15
751,2011-02-03,1,0,2,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78,,16
752,2011-02-03,1,0,2,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175,,17
753,2011-02-03,1,0,2,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147,,18
754,2011-02-03,1,0,2,0,4,1,1,0.2,0.2576,0.4,0,4,92,96,,19
755,2011-02-03,1,0,2,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109,,20
756,2011-02-03,1,0,2,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54,,21
757,2011-02-03,1,0,2,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41,,22
758,2011-02-03,1,0,2,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38,,23
759,2011-02-04,1,0,2,0,5,1,2,0.2,0.2576,0.44,0,3,10,13,,0
760,2011-02-04,1,0,2,0,5,1,2,0.16,0.2273,0.59,0,0,7,7,,1
761,2011-02-04,1,0,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,,2
762,2011-02-04,1,0,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,,3
763,2011-02-04,1,0,2,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7,,5
764,2011-02-04,1,0,2,0,5,1,2,0.16,0.2273,0.55,0,2,26,28,,6
765,2011-02-04,1,0,2,0,5,1,1,0.14,0.2121,0.59,0,0,87,87,,7
766,2011-02-04,1,0,2,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220,,8
767,2011-02-04,1,0,2,0,5,1,2,0.16,0.1818,0.8,0.1343,3,124,127,,9
768,2011-02-04,1,0,2,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51,,10
769,2011-02-04,1,0,2,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64,,11
770,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86,,12
771,2011-02-04,1,0,2,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82,,13
772,2011-02-04,1,0,2,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91,,14
773,2011-02-04,1,0,2,0,5,1,2,0.28,0.2727,0.48,0.2537,9,81,90,,15
774,2011-02-04,1,0,2,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99,,16
775,2011-02-04,1,0,2,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205,,17
776,2011-02-04,1,0,2,0,5,1,2,0.24,0.2576,0.6,0.1045,3,152,155,,18
777,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102,103,,19
778,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71,,20
779,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43,,21
780,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46,,22
781,2011-02-04,1,0,2,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31,,23
782,2011-02-05,1,0,2,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39,,0
783,2011-02-05,1,0,2,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18,,1
784,2011-02-05,1,0,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17,,2
785,2011-02-05,1,0,2,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11,,3
786,2011-02-05,1,0,2,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8,,4
787,2011-02-05,1,0,2,0,6,0,3,0.2,0.2273,1,0.0896,0,9,9,,5
788,2011-02-05,1,0,2,0,6,0,3,0.2,0.2576,1,0,0,4,4,,6
789,2011-02-05,1,0,2,0,6,0,3,0.22,0.2576,0.93,0.0896,0,4,4,,7
790,2011-02-05,1,0,2,0,6,0,3,0.2,0.2273,1,0.0896,0,10,10,,8
791,2011-02-05,1,0,2,0,6,0,3,0.2,0.2273,1,0.0896,3,17,20,,9
792,2011-02-05,1,0,2,0,6,0,3,0.2,0.2121,1,0.1343,3,31,34,,10
793,2011-02-05,1,0,2,0,6,0,3,0.22,0.2273,1,0.1343,1,46,47,,11
794,2011-02-05,1,0,2,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52,,12
795,2011-02-05,1,0,2,0,6,0,3,0.22,0.2273,1,0.1642,10,62,72,,13
796,2011-02-05,1,0,2,0,6,0,3,0.22,0.2727,1,0,5,50,55,,14
797,2011-02-05,1,0,2,0,6,0,3,0.22,0.2727,1,0,11,49,60,,15
798,2011-02-05,1,0,2,0,6,0,3,0.22,0.2273,1,0.1343,8,63,71,,16
799,2011-02-05,1,0,2,0,6,0,2,0.24,0.2121,1,0.2836,14,64,78,,17
800,2011-02-05,1,0,2,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83,,18
801,2011-02-05,1,0,2,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84,,19
802,2011-02-05,1,0,2,0,6,0,1,0.3,0.2879,0.87,0.2537,5,64,69,,20
803,2011-02-05,1,0,2,0,6,0,1,0.26,0.2576,1,0.194,3,53,56,,21
804,2011-02-05,1,0,2,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45,,22
805,2011-02-05,1,0,2,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59,,23
806,2011-02-06,1,0,2,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39,,0
807,2011-02-06,1,0,2,0,0,0,1,0.26,0.2273,0.65,0.4179,4,40,44,,1
808,2011-02-06,1,0,2,0,0,0,1,0.26,0.2273,0.6,0.3284,0,20,20,,2
809,2011-02-06,1,0,2,0,0,0,1,0.26,0.2879,0.6,0.0896,3,10,13,,3
810,2011-02-06,1,0,2,0,0,0,1,0.26,0.2273,0.6,0.3582,0,2,2,,4
811,2011-02-06,1,0,2,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,,5
812,2011-02-06,1,0,2,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,,6
813,2011-02-06,1,0,2,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8,,7
814,2011-02-06,1,0,2,0,0,0,1,0.24,0.2576,0.65,0.1045,2,21,23,,8
815,2011-02-06,1,0,2,0,0,0,1,0.28,0.2879,0.56,0.1045,7,38,45,,9
816,2011-02-06,1,0,2,0,0,0,1,0.3,0.2879,0.52,0.2537,15,74,89,,10
817,2011-02-06,1,0,2,0,0,0,1,0.32,0.303,0.49,0.2537,28,89,117,,11
818,2011-02-06,1,0,2,0,0,0,1,0.34,0.3333,0.46,0,48,126,174,,12
819,2011-02-06,1,0,2,0,0,0,1,0.34,0.3636,0.46,0,47,135,182,,13
820,2011-02-06,1,0,2,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161,,14
821,2011-02-06,1,0,2,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182,,15
822,2011-02-06,1,0,2,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157,,16
823,2011-02-06,1,0,2,0,0,0,1,0.34,0.3636,0.46,0,24,97,121,,17
824,2011-02-06,1,0,2,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78,,18
825,2011-02-06,1,0,2,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21,,19
826,2011-02-06,1,0,2,0,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26,,20
827,2011-02-06,1,0,2,0,0,0,1,0.26,0.303,0.6,0,5,22,27,,21
828,2011-02-06,1,0,2,0,0,0,1,0.26,0.303,0.6,0,5,57,62,,22
829,2011-02-06,1,0,2,0,0,0,1,0.24,0.2879,0.65,0,4,26,30,,23
830,2011-02-07,1,0,2,0,1,1,1,0.24,0.2879,0.65,0,1,14,15,,0
831,2011-02-07,1,0,2,0,1,1,1,0.22,0.2727,0.75,0,1,4,5,,1
832,2011-02-07,1,0,2,0,1,1,1,0.2,0.2576,0.8,0,0,3,3,,2
833,2011-02-07,1,0,2,0,1,1,1,0.2,0.2576,0.86,0,0,1,1,,3
834,2011-02-07,1,0,2,0,1,1,1,0.2,0.2576,0.86,0,1,1,2,,4
835,2011-02-07,1,0,2,0,1,1,1,0.2,0.2576,0.86,0,1,9,10,,5
836,2011-02-07,1,0,2,0,1,1,1,0.18,0.2424,0.93,0,1,29,30,,6
837,2011-02-07,1,0,2,0,1,1,1,0.18,0.2424,0.86,0,6,89,95,,7
838,2011-02-07,1,0,2,0,1,1,2,0.16,0.2273,1,0,7,223,230,,8
839,2011-02-07,1,0,2,0,1,1,1,0.22,0.2727,0.8,0,3,115,118,,9
840,2011-02-07,1,0,2,0,1,1,1,0.24,0.2576,0.75,0.1045,6,49,55,,10
841,2011-02-07,1,0,2,0,1,1,1,0.3,0.3182,0.65,0.0896,11,36,47,,11
842,2011-02-07,1,0,2,0,1,1,2,0.32,0.3485,0.62,0,7,59,66,,12
843,2011-02-07,1,0,2,0,1,1,2,0.36,0.3636,0.57,0.0896,10,54,64,,13
844,2011-02-07,1,0,2,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60,,14
845,2011-02-07,1,0,2,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46,50,,15
846,2011-02-07,1,0,2,0,1,1,2,0.36,0.3485,0.57,0.1343,16,98,114,,16
847,2011-02-07,1,0,2,0,1,1,2,0.32,0.3182,0.7,0.1642,9,207,216,,17
848,2011-02-07,1,0,2,0,1,1,2,0.34,0.3333,0.66,0.1343,5,170,175,,18
849,2011-02-07,1,0,2,0,1,1,2,0.32,0.3485,0.7,0,5,123,128,,19
850,2011-02-07,1,0,2,0,1,1,2,0.32,0.3333,0.7,0.1045,6,82,88,,20
851,2011-02-07,1,0,2,0,1,1,1,0.32,0.3485,0.7,0,3,75,78,,21
852,2011-02-07,1,0,2,0,1,1,1,0.28,0.303,0.81,0.0896,3,34,37,,22
853,2011-02-07,1,0,2,0,1,1,2,0.3,0.3333,0.81,0,6,19,25,,23
854,2011-02-08,1,0,2,0,2,1,2,0.28,0.3182,0.87,0,4,6,10,,0
855,2011-02-08,1,0,2,0,2,1,2,0.28,0.3182,0.87,0,0,4,4,,1
856,2011-02-08,1,0,2,0,2,1,2,0.26,0.2727,0.93,0.1045,1,1,2,,2
857,2011-02-08,1,0,2,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1,,3
858,2011-02-08,1,0,2,0,2,1,1,0.26,0.2576,0.93,0.1642,0,3,3,,4
859,2011-02-08,1,0,2,0,2,1,1,0.26,0.2273,0.81,0.3284,0,2,2,,5
860,2011-02-08,1,0,2,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,39,,6
861,2011-02-08,1,0,2,0,2,1,1,0.24,0.197,0.65,0.4179,3,97,100,,7
862,2011-02-08,1,0,2,0,2,1,1,0.24,0.197,0.56,0.4925,7,236,243,,8
863,2011-02-08,1,0,2,0,2,1,1,0.24,0.197,0.52,0.4925,7,128,135,,9
864,2011-02-08,1,0,2,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48,,10
865,2011-02-08,1,0,2,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49,50,,11
866,2011-02-08,1,0,2,0,2,1,1,0.24,0.197,0.38,0.4925,2,63,65,,12
867,2011-02-08,1,0,2,0,2,1,2,0.24,0.197,0.32,0.4478,2,48,50,,13
868,2011-02-08,1,0,2,0,2,1,1,0.22,0.197,0.37,0.4179,3,61,64,,14
869,2011-02-08,1,0,2,0,2,1,1,0.22,0.197,0.35,0.3881,6,45,51,,15
870,2011-02-08,1,0,2,0,2,1,1,0.22,0.1818,0.35,0.5224,4,79,83,,16
871,2011-02-08,1,0,2,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176,,17
872,2011-02-08,1,0,2,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151,152,,18
873,2011-02-08,1,0,2,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100,101,,19
874,2011-02-08,1,0,2,0,2,1,1,0.16,0.1364,0.4,0.3284,3,53,56,,20
875,2011-02-08,1,0,2,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54,,21
